id	text	label
31173	I preordered 7 wings concept book and they all came without the lenticular i was a depressed bitch for a whole week	HS
31353	@realDonaldTrump @FoxNews When we say #BuildThatWall at this is how @TheDemocrats respond!#RETWEET	HS
33873	Send them home! Damn congress for funding this. It is straight up treason & abuse of power.#BanIslam#DeportRapefugees	HS
32242	@scrowder if there were a female 007 SJW's would bitch about portraying violence against women.	HS
30276	@yourgrannyahoe since bitch boy doesn't have a 9in dick https://t.co/ykZGLeFJME	HS
32857	Chain Migration is not sustainable and needs to end NOW. It's time to break the chain! #EndChainMigration	HS
34117	I don't just follow hoes on twitter/Instagram who just cute....bitch you have to have at least some type of style or talent	HS
33336	Liberals will do anything 2stop the recovery that is taking place under President Trump's policies! We must turn out N record numbers2 keep the house &Senate in November! #DrainTheDeepState #VoteRedToSaveAmerica #ConfirmKavanaugh #BuildThatWall #TRUMP2020	HS
33760	@IndivisibleNet Actually, that sign had been used as ok or cool long before retarded Democratic libtard globalist cunts like you started calling everything white Power and racism and being offended by everything, so go get fucked by a rapefugee you tranny fag @IndivisibleNet	HS
31394	Me: these shoes look scary  Me to me: you're a prison psychologist, suck it up, bitch https://t.co/FQ1pAPnuAe	HS
33893	If the shoes fits, lace that bitch up & wear it.	HS
31441	@Wonkette Tucker an arrogant ahole! A Trump bitch!	HS
30835	@true_pundit @gatewaypundit @zerohedge @seanhannity @TuckerCarlson #MondayMorning #MorningJoe #BuildThatWall #DeportThemAll #MAGA this is infiltration	HS
33398	bitch if you were a cookie, you'd be whoreo 🙄🙄🙄	HS
32436	These bitches want you to bring something to the table... that other hoes are sittin at    Bitch.. i dnt do team meetings	HS
32283	Then stop being a whore and tell her? Dumb bitch https://t.co/zzXqLjISbl	HS
31701	And I urge Mattis to reject the Dems demand.#BuildThatWall #BuildTheWallNow #BuildTheWall	HS
34131	@Woke2008 @kj1958 Corden them off please. #TravelBanToOtherCities #DeportThemAll #NoSanctuaryCities Illegal is illegal GO HOME	HS
31985	Another @BarackObama dreamer in the news.#MAGA#BuildTheWall#nosanctuarybrewster#NoDACA	HS
31191	Illegal Aliens Rack Up 28 Charges Of Child Rape/Child Sexual Assault In NC In January Alone via @fifdailyThis is outrageous!What is going on in NC?Why are the citizens allowing this depravity?#BanSanctuaryCities#DeportThemAll #DeathPenalty#ChildRape	HS
30788	@brenda_lummus @speakupsal @harperjeff30 @FrancesannMaga @redbudacres @gary_w723 @MYSTERYSAIL @bellwetherdude @arkiegal411 @GOPMillenials @Ptrtldy1L @CynthiaRunnels1 @SunshineLK10 @Jetsta812 @TWGroupsWarrior @crimsonfaith88 @SmithsCoffeepot @CONNOR4TRUMP @DebbieTheMOTS @atillathehun412 @144000bound @ANONmonkywrench @TransformativeV @blacktulip966 @1Nvrdul @RR2A11 @protrumpuk @wolferkitten @patni1111 @Trina1732674 @chemist552 @joyreaper @hankcioffi @costman77 @BobC34019033 @bobhelps @JeffFromIowa @Ranger3079 @horse1157 so is working #IllegalAliens for pennies on the dollar, knowing they can't come forward about it because they are here illegally, that is why @TheDemocrats are more concerned about getting them here, and keeping them here,, unfair to illegals, unfair to #Citizens	HS
31808	@DRUDGE_REPORT Looks like an army!!! #BuildThatWall	HS
31023	Sen Booker posted the confidential information on his twitter account. There is no way I will vote Democrat again. Disregard for the laws when it suits them. And he wants to run for POTUS.#2Amendment #BuildThatWall #DeportThemAll #CivilWar #DeclassifyItAll	HS
34452	Because #IllegalAliens are far more dangerous to Americans than hurricanes?	HS
32396	@Car @HoelyVerses Bitch you stole this from Tron	HS
33948	@RealCandaceO But those are illegal immigrants children Candace. They have more rights than our American children.#LiberalismIsAMentalDisorder #BuildThatWall #AmericaFirst	HS
30577	Ann Coulter To Those Who Say Trump Lacks Authority To Build Wall Pull Out Your Pocket Constitution via @dailycaller #BuildThatWall	HS
33362	Nigga they don’t like yo hoe ass no more so they unfollowed you. Ain’t no glitch bitch lmaoooooo https://t.co/vX989lEsCp	HS
30079	@JoShawTx @a_meluzzi #BanMuslims #BanIslam #SendThemBack to their shitholes!! #CloseTheBorders	HS
31655	Hate when ppl text my phone and i don't know the number but I ask who is this and ask me a question bitch stop texting my phone whoever u r	HS
33528	@ThomMAGA @rinlee_matthew We are thrilled he is our President and cant wait for him to #BuildThatWall	HS
31988	@BBCEngland 'NON-#FakeNews TRANSLATION': 'DESPICABLY 100 (ONE HUNDRED) % (PERCENT) ACCURATE' #refugeesNOTwelcome #Brexit #Liverpool	HS
32284	@RealSaavedra He drives me crazy! #BuildThatWall	HS
30531	@smileitscoree Bitch yesterday you didn't text back . But shut up we gone smoke hoe	HS
30298	lmao bitch tf you saying you a hoe now that you got a mans you think you a saint??	HS
30026	Listen to this on @MagaOneRadioNet on Now LETS #MAGA - Donald Trump Bing Bong Remix Compilation #BUILDTHATWALL #MAGA Listen LIVE on via @MagaOneRadioNet #MAGAOneRadio	HS
33938	@Partisangirl Bolton is a Mainstream Republican RHINO Chicken Hawk that Trump has to swallow. I was really hoping he would make a huge difference in the Middle East, but it seems the powers that be won't cede that ground.For now, we need him to #BuildThatWall. Hopefully M.E. policy changes.	HS
31344	@Lizz_x_ Bitch and you froze mine! Now how am I gonna get new shoes before I leave? 😑	HS
31680	WTF? What are we waiting for? These ppl will be the death of us. #BuildThatWall	HS
32579	And a whore got locked up doing you know what.. And I'm thinking like yo niggaz trained this bitch in high school.. 💯💯💯	HS
32081	'DREAMER' Repeatedly Raped Young Girl In North Carolina via @USIACrimeReport@realDonaldTrump@HouseGOP @SenateGOP#BuildTheWall #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA	HS
30610	This is always the case with them. NO assimilation; they want to rule and change nations. #WakeUpAmerica #BuildThatWall	HS
34460	@NBCNews They don't look mistreated. Give it up. They aren't migrant they are illegal. #BUILDTHEWALL #deportthemall #MyVoteCounts #TRUMP2020 #VoterID #BUILDTHEWALL #AMERICANSFIRST	HS
33688	@FoxNews @POTUS I love it! Do it! #BuildThatWall	HS
31769	When I die, whoever speaks .... I need you to start off whatever you say with "that was a bad bitch"	HS
32942	@RayaElaine_ Bitch imma mad then a hoe imma call you when I get home	HS
30960	@MadhuGrewal @TheJusticeDept There is nothing wrong with deporting illegals #DeportThemAll #BuildTheWall #MAGA	HS
31780	Dont tell me about yo hoe storied n then try to tell me you dont suck dick 😐 bitch who are you foolin.	HS
34454	@realDonaldTrump #BuildThatWall Ryan, McConnell try to coax Trump away from shutdown using props and flattery	HS
32882	Tell that hoe I dont want you bitch I'm done	HS
34213	@geo2210 Who isn't troubled ? Bitch he had 6 kids. He's a selfish cunt.	HS
32784	U.S.Sheriffs Fed Up as 25 Americans are Killed Each Day by Illegal Aliens @HouseGOP @SenateGOP#BuildTheWall #KeepAmericansSafe #DeportThemAll	HS
30017	I wanna look like a whole different bitch on my birthday 😂 I just need a new hair color	HS
30266	You know Ima get it bitch 💰 until my casket closed⚰️ , I've been chasing paper 💸 nigga you been chasing hoes 😴	HS
30502	i rlly rlly rlly rlly rlly wanna buy those puma shoes but bITCH I JUST BOUGHT AN ALBUM AND I HAVE LIKE 50 PESOS IN MY WALLET	HS
33125	i didnt tweet that junhoe is that bitch today but just remember that he is that bitch	HS
31304	I Agree@realDonaldTrump It's Imperative To Start Deportation On These People - #DeportThemAll They Do Not Belong Here; Also #FireSesssions Get Rid Of #ArrogantRosenstein	HS
33689	I just wanna thank whoever made the text free apps cus a bitch tired of getting blocked. oh im blocked? Let me call you from a different # 🤗	HS
34336	"#IllegalAliens. This term is not ""hateful;"" it is denotative and accurate. In fact, its unbiased. #undocumentedimmigrant assumes an unknown border crosser is a migrant. Traffickers, etc are not migrants. Illegally crossing is illegal, duh. Compromise on #illegalcrosser? #Twitter"	HS
34263	These hoes gone break your heart but aye that's yo down Bitch tho	HS
34492	This Should Make Every American Called SenatorsTell Them Build The Dam WallNo Chain Migration/Visa Lottery & No Amnesty! Corrupt Democrats Can't WinWith Hard Working Americans Because They Are #WalkAway From Lies!#MAGA #NoDACA	HS
34026	#WomanFightsOffGang #BuildThatWall #VoteDemsOut #MAGA #INVADERS They Seek To #DestroyFromWithin #NeverForget #September11th #Benghazi #StopVoterFraud @Jim_Jordan @SaraCarterDC @SandraTXAS @realDonaldTrump @RepDevinNunes @marklevinshow @13hours	HS
30890	He don't know me I'm a WHOREEEEEE VIA BRITTNEY BITCH	HS
32936	@UrFavGurlDay bitch you switched up on me fake ass hoe .	HS
30735	During 2016 presidential campaign, Obama said that if Hillary does not become president, he will take it personally#Trump won the electoral college OVERWHELMINGLY. Obama, can't you take a hint? GO AWAY.#MAGA #KAG #POTUS #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA	HS
30816	Nigga really said "I catch ya Bitch and I rape her".	HS
31115	Illegals are Not Entitled To our Country, Our #Jobs Nor Our Welfare System #VoteDemsOut Keep ICE and the Rule of Law Stop rewarding Illegals Mandatory E-Verify on #Jobs and Welfare Here Illegally No Benefits for #AnchorBabies Not Citizens #NoDACA #Trump #MAGA #SendThemBack	HS
31911	my whole life i thought a bitch = female dog is a 'puta' in spanish but its an actual insult	HS
32700	@infowars Bet ya that assad would love to have them all back, give his henchmen a overload of work. They attack the ppl of the Countries good enough to take them in! Ungrateful currs! The war in Syria is almost over so they should be sent back!! #SendThemHome	HS
30216	@PrisonPlanet @Twitter and @facebook are a huge part of the swamp. Ran by a cesspool of liberal Democrats. #LiberalismIsAMentalDisorder #walkaway Traitors to the real America. #Trump2020 #MAGA #AmericaFirst #RedRage #DrainTheSwamp #BuildTheWall #SendThemBack #BoycottHollywood #BoycottTheNFL	HS
30882	Hey @SenWarren when you went down to the border did you see the children that were separated from their HUMAN TRAFFICKERS? Of course you did but youre not honest enough to admit it. Because #DemocratsAreSociopaths #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall	HS
33073	Fucking hate females on here who just whore themselves out and then moan when guys respond! Fake bitches! Thankfully i DON'T respond!	HS
31557	My resting bitch face makes me look angry as fuck sometimes, whole time I'm happy af. And no bitch I don't want to smile.	HS
33594	If the shoe fits, feel free to lace that bitch up and wear it 👠	HS
30275	Whos the President of the United States? Thats right Donald J. Trump @realDonaldTrump #BuildThatWall	HS
32060	@KrisParonto @maziehirono @DNC Children or not, send the back. If an illegal is arrested, bye!!!#PutThemOnTheBoatFirst#SendThemBack#SendThemAllBack#NoDaca#BuildTheWallNow#AmericaFirst#MAGA#LiberalismIsTheDisease	HS
32186	#DeportIllegalAliens Sanctuary Cities Government Aid (Taxpayer $$$) for Illegals No excuses#BuildThatWall #BuildThatDamnWall	HS
30325	@bailey_malone01 @Nathan_badillo bitch you always come out wearing some ugly assssss shoes	HS
33324	@lfperez70 @SpeakerRyan @SenateMajLdr @realDonaldTrump @IngrahamAngle @SenateMajLdr @SpeakerRyan #BUILDTHATWALL Fund #TheWall NOW! The people voted for the wall! Fulfill your promise to voters & #BuildTheDamnWall #MAGA @POTUS	HS
30139	@FAIRImmigration @DailyCaller @hwillracke We are being INVADED!!!! #BuildThatWall BUILD THE WALL and SHUT THE DOOR on our border with Mexico NOW!	HS
31871	Were helping you build that wallWere helpful like that#lockhimup#buildthatwall	HS
33645	I read up on that photo yesterday.It's a gypsy shanty town, not a Rapefugee one. Gypsies are likely one of the persecuted groups on Earth, loathed by Firangs & horribly oppressed even now.Endian dimwits who get carried away by Firang wealth & politeness should remember this.	HS
33886	Heavily-armed ill's bum-rush the U.S. border uninterrupted.This is an invasion. We MUST #BuildThatWall NOW.CC: @realDonaldTrump	HS
33040	@FFxkie @qltitude No he's just a cunt he calls me a slut when I've done no shit to him	HS
31782	Tomorrow Sept 11, 2018 is 17 years after terrorists attacked our country.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA #BuildTheWall #BlueLivesMatter #GetOutTheVote #BORDER	HS
31239	That fucking cunt is so irritating , what a bitch	HS
32224	getting the justice that hundreds of unarmed black men and women never received. double standards are a bitch.	HS
31983	GERMANY: August 26, 2018 #Taharrush at #Chemnitz City Festival -- Migrant group harasses woman and stabs to death a man coming to her aid #Rapefugees #c2708 Neonazis Gegenprotest	HS
33430	Bitch I clearly realized that already look at my name. Dumb cunt https://t.co/FrFiV48MUm	HS
30083	Bitch ur shoes cute asf https://t.co/2tPRZ3SLNP	HS
34278	@RealJamesWoods @TheDemocrats @TheDemocrats SAY they do NOT want foreign interference in our elections; YET, they are CONTENT with allowing #IllegalAliens to cross our borders; have US taxpayers support them while here; AND, allow THEM to VOTE in our elections. How is THAT not direct foreign interference? @?@	HS
31645	Emotional manipulation is at the forefront of the migrant situation -- of course feel for the victims of violence in the Northern Triangle. The perpetrators know this and use it to their advantage for financial and selfish gain. Open borders, big business. #BuildThatWall	HS
31743	@KeishaBottoms Let's see how you are going to babble after the Supreme Court ruling!#DeportThemAll #NoDACA #SupportICE #AbolishDemocRATS	HS
32066	on me ima have this bitch blasted, i had enough of this bullshit i hate crying cuz i have to hold in the urge to kill an old cunt	HS
33103	THE WHOLE #LUSTFORLIFE ALBUM IS JUST LIKE BITCH STOP ITS STILL 10AM HERE AND IM ALREADY ROLLING ON THE FLOOR AND AH… https://t.co/HDtiMOekrS	HS
34254	You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.	HS
32961	@RealJamesWoods Hmm. People in the country without permission are illegal. People from other counties are aliens. (An immigrant should have applied for status to immigrate. Yup, Im sticking with #illegalaliens	HS
30869	Fuck those ultra liberal cunt rags on "The View". They should be careful of what they say. They're hateful bitches pushing tainted agendas.	HS
31874	You broke ass bitch act like a nigga want y'all dusty inside out ass pussc you hoes need to die and come back to life and restart.	HS
34341	@taeharem Bitch, I'm,,,,,, I'm glad you shared. I'm flattered 😩 I love you hoe ❤🍷❤	HS
33891	And you're a hoe like you I said mind your business or get slapped, you wish it was you they was arguing over bitch… https://t.co/UkoR6KwaKC	HS
33007	@AparnaD86 @iHrithik P.s. thanks for sharing: If the woman was carrying her own piece she could defend herself. #BuildThatWall #BuildTheWall #MAGA	HS
32673	@Thomas1774Paine Do it @realDonaldTrump #BuildThatWall	HS
32899	Learn from Most of #Europe that's been #Invaded by Mostly Muslims! Then look at #Italy #Poland & others who Elected Politicians to #StopImmigration & #DeportIllegals #Sweden & #Germany now trying to Reverse the Huge Mistakes of Unlimited Migration of ppl who Refuse to #Assimilate	HS
30484	@JessicaV_CIS THIS IS FABULOUS! I HOPE THE ACLU IS HOIST BY IT'S OWN PETARD!IT'S IDIOTIC, STUPID, SELF DEFEATING TO SIMPLY STOP APPLYING THE LAW BECAUSE THERE IS A CHILD INVOLVED!NO OTHER US LAW WOULD DO THIS! INSANITY! #NOAMNESTY @POTUS @TEDCRUZ #NOASYLUM #nohr392 #deportdaca #nodaca	HS
33355	Previously Deported Illegal Alien Charged With Raping 15-Year-Old Girl In Kansas How many more victims?#BuildTheWall#DeportThemAllCrime was committed with premeditation during the commission of a Felony.#LifeWithoutParole#DeathPenalty	HS
34468	#Illegals are not immunized therefore bringing more illness into our country. #BuildThatWall	HS
33219	#IllegalAliens Apparently Twitter doesn't like this term. Boo hoo.	HS
34366	@ScrewedHumans @AmVcore We must remain united & keep our voices heard for 2018 & especially 2020! I mean, just look at the ticket! I follow back all followers! Thanks y'all!#MAGA #KAG2018 #KAG2020 #Veteran #AmericaFirst #NoAmnesty #NoDACA #BuildThatWall #2AShallNotBeInfringed	HS
33299	@DonaldJTrumpJr Just consider the source. This cockroach is a serial failure. The only reason he gets any notoriety is because there are radical media outlets that support far-left zealots. Joe needs help tying his shoelaces; thus Mika.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #NRA	HS
32140	Swap shoes with me, bitch. Lets see how you would cope.	HS
30885	& If you think I'm sweating about your petty ass think again bitch 🤔😂😂😂😂 #bitchimnotscared #obviouslyyouare #youthreatenedhoe  ? 😂😂😂😂😂😇😇😇😇😇😇	HS
31333	@_KILLYOSELFHOE_ Around my birthday . Bitch you won’t kidnap my ass 😂😂😂	HS
32964	bitch i really want to buy those puma x bts shoes.. its so cute	HS
30703	@GIowing0rb @realDonaldTrump All glory to a pair of con artists who spent eight years working for their Billionaire Buddies. #WalkAwayMarch #NRA #ICE #BuildThatWall #Veterans	HS
30099	Unbelievable.Why are #Americans going through this when I know #Illegal are getting everything for free. I even know elderly #IllegalAliens receiving #SocialSecurity when never worked a day in #America WHY? #VoteRedToSaveAmerica #Veterans #NeverForget #AmericansOverIllegals	HS
33631	@Cgrahamm17 In the choir, whores and liars, scumbags in the dirt bitch	HS
30291	@mamendoza480 @ICEgov @DHSgov @TheJusticeDept @realDonaldTrump This is UNACCEPTABLE!American citizen taxpayers should not have to bear the burden and costs of these Illegal Alien Families!#DeportThemAll #BuildTheWallNow	HS
32523	@yuphoeran No this is not some "oh you're just jealous bc you didn't get tickets" type shit. BITCH IM PISSED BC THE… https://t.co/SnQPn5jfL9	HS
30720	"@SchadeTom @RyanWalis @Bud_Doggin I don't vote ""D""More like got to get rid of my dumb lib neighbors and all the illegals from 3rd world holes.#SendThemBack"	HS
31036	Bitch really just killed my whole vibe	HS
32544	@MeetThePress Just deport all these illegal aliens and their kids back to their 3rd world nation. #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem	HS
33288	@DaveSchreiber3 @Megavolts001 @Rainbow_Whisper @Biz_Shrink @standfortruth10 @LiberatedCit @TerryJurek @conidave @sianetta @reinamarie768 @fassler_cynthia @stand4honor @girlybydesign I am a #ProudAmerican that supports #TrumpTrain because he puts #AmericaFirst and wants to #BuildThatWall #KAG #BoycottTheNFL #ILoveYourPresident join me"I Love Your President" give it a listen.	HS
30727	@RealJamesWoods #IllegalAliens : a foreigner who is living without authorization in a country of which they are not a citizen.	HS
31340	@realDonaldTrump @TuckerCarlson TRUMP=HERO TRUMP=LEADER #WELYVTRUMP #BUILDTHATWALL	HS
31047	@VonaaMayy @CallMeKain____ hell yeah buh life a whole bitch😤	HS
32778	You know ima get it bitch until my casket close, I been chasing paper nigga u been chasing hoes. I tore my acl I ball too hard like d rose 💯	HS
34077	@lilashley1994 I'm not drove bitch, you THINK YOURE DRIVING ME BUT THE GAG IS, I'm not mad and I'm beating yo ass now. Bum hoe	HS
31839	@GrapeSodaPapi Bitch planet, the walking dead, morning glories, chew, chrononauts, all of the Luther strode titles,… https://t.co/daiUxwmMWH	HS
31590	@globalnews #SendThemHome we do not need those #Students here in #Canada	HS
30603	@RealJamesWoods If our government can use the term so can I. #IllegalAliens	HS
33747	@Impeach_D_Trump TAR & FEATHER THE NO GOOD SON OF A BITCH, GRANDSON OF A WHOREHOUSE PIMP & SON OF A KKK NUT! MAKE S… https://t.co/Nkvpm6J2To	HS
32487	The "Forgotten No More" people WILL NOT forget our @POTUS and the Republicans he needs to keep ALL his PROMISES! We will VOTE RED and then they WILL #BuildThatWall Happy to be a part of your T-lines!	HS
34444	This bitch so pressed lmfao, like Dana still sleeps good at night move on you lame ass hoe😂 https://t.co/Kghf2x6t1F	HS
30918	@cuntcallie Well we're getting one tomorrow bitch 💜	HS
33425	@Millwall_Dolbs1 We all know what you mean by 'scum' pal. Couldn't agree more. #SendThemBack	HS
33834	@summer_ward1 Imagine thinking you're the baddest bitch when actually you're just a thot life hoe 😷	HS
30181	@exohoe BITCH WHICH SONG IS THIS	HS
34059	As posted on Facebook by Phantom Tactical. #ICE #IllegalAliens #MAGA #2ndAmendment	HS
30674	Theyre called #AnchorBabies Thank you @ICEgov #BuildTheWall #SendThemBack	HS
33270	@yungprincesss_ HAPPY MOTHAFUCKIN BIRTHDAY HOEEEEEEEEE 💖💖💖💖💖💖 I love you so much real Bitch for life 👑	HS
31980	500 ex DACA Criminal Gang.Members still at Large.Will they get Amnesty too?@realDonaldTrump@HouseGOP @SenateGOP risk is just too great!#EndDACA #BuildTheWall #ReturnLawAndOrder#KeepAmericansSafe#EndChainMigration #EVerify#EnforceUSLaws	HS
34064	Firing is not enough, public needs prison time for these traitors @potus @realDonaldTrump #BuildTheWall #LockHerUp #BoycottNike #BoycottNFL #EndDACA now	HS
33530	@kingbws @Samkingftw I'll stop being a bitch when you stop being a thirsty hoe	HS
31254	@TheDemocrats That's AWESOME! it's time to #abortobamacare #ConfirmJudgeKavanaugh @POTUS is doing EXACTLY what we hired him to do! Thanks @realDonaldTrump #BuildThatWall #MAGA	HS
31336	Please advise where I can go to sign the petition to stop your petition.#ApproveJudgeKavanaugh #MAGA #AmericaFirst #NoDACA #AmericansB4Illegals #LimitedAbortion	HS
33426	@realDonaldTrump why just a wall let's build an empire #Trump2020 #BuildThatWall 207	HS
30430	If she cheat on her bf for you don't let that hoe tell you you special... that bitch fuckin errrbody play ya part big pimpin	HS
30598	Finally approved by GoFundMe! We The People can Donate to #SecureOurBorders Let's get it built! #BuildThatWall #MAGA #BuildTheDamnWall #KatesWall #MolliesWall #JamielsWall Vetted & Verified by GoFundMe legal dept. Here's the link:	HS
34467	@MAGAPOWERED @luluHru @Qtastic3 @rdrhwke @Rpinkley @ClydeNR1 @AracellisLyall @realMBaker1 @MBaker212 @OrwellsFarm @mjlinks4201 @SolidRedPeon @RobertF2312306 @ChuckMcCormick9 @MBrealproperty @olddogonhog @Malone_Lavay @wardsfowler @darrin_lofton @Eccentrie Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP	HS
30126	@1Romans58 @ROHLL5 @RealJamesWoods @TuckerCarlson @seanhannity Holy Guacamole..socialism at its finest..#BuildThatWall @usarocks_c	HS
30086	Pussy ass bitch cunt fuck I HATE YOU.	HS
30928	I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo	HS
32505	Bitches think it's easy for a nigga to trust them.Bitch we seen way to much to trust you just cuz u say u "not like the rest of these hoes"	HS
33808	@vickytibbbs @laurennnnpeace @Fuxk_u_whore @Bethwoolrich @jasminekenyonx1 @LucEarle @xyzhui yes bitch lookin good xx	HS
30108	welcome to thailand bitch- we find rape culture very humorous and we make jokes out of it smh	HS
33244	Bitch u can't insinuate someone else isnt doing anything with their life when u don't know them. 😂 Hoe, you're not… https://t.co/aJt5uFUGuk	HS
33174	RT. #PresidentTrump This Election Is A Choice Between:Democrats Who Want To #AbolishICE Republicans Who Want To #AbolishMS13 Democrats Want #OpenBorders #SanctuaryCities#TaxIncreasesRepublicans Want#WallOfProtection#NoDACA#NoIllegalSanctuaries	HS
33421	Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn	HS
31583	When hoe's talk shit about me I started to get mad like hell bitch I can make your life like a living hell don't play with me!!	HS
32872	I want them and to fight you bc a bitch can't even buy those shoes in america https://t.co/ll0a3P780u	HS
32683	@realDonaldTrump @TheeAndroidRulz @FoxNews In my experience the most extremely-hateful-covert-racist are elderly rich ppl if they are not involved in a #GodRevering #ChristianLife #WalkAway #VoteAllDemsOut #Midterms2018 #VoteRedToSaveAmerica #DrainTheSwamp #LockThemAllUp #BuildThatWall #DeportThemAll #NeverForget #KAG	HS
33673	For everyone who calls me a bitch, hoe, annoying, ugly, emo, etc. you're probably right congrats here's your medal good job 👏	HS
34226	Hoes be so pressed like bitch I'm younger than you and shitting on you!!!	HS
32734	idk why my icon isnt apoo cuz he is my number one fav, i think i just really love caesar's whole aesthetic  love this goth bitch	HS
30336	Most Wanted: Illegal Aliens Wanted For Gang Rape Of Two Teen Girls In Ohio @GOPLeader When is enough enough?#HonorYourOath#KeepAmericansSafe#BuildTheWall #DeportThemAll	HS
30269	stop being a bitch online you look like a low class hoe selling herself to nasty bois	HS
33746	Bitch shut up u a whore https://t.co/G3KmUDntEY	HS
32309	I want them ALL DEPORTED !! I WANT MY vote to COUNT again !!! #DeportthemALL #NoDaca #NoAmnesty #BuildTheDamnWall #UsetheArmyCoreOfEngineers	HS
32350	@realDonaldTrump This is what the media does. Threats and banning free speech. #TrumpTrain #RedWave #MAGA #BuildThatWall #AmericaFirst #FakeNews	HS
33927	@realDonaldTrump??????? Making America Awesome Again, #BuildThatWall.	HS
33295	@TiffanyPunzel Bitch stop lying and accept it,you're a whore and why don't you move out of the house,what,you can't pay rent	HS
31450	How does the term #democraticvoters sound? #illegalaliens	HS
30969	The elderly folk of Britain grateful they will soon be gone really does signal the end. #StopImmigration #BanIslam #GetBritainBack	HS
33692	Oregon fast food restaurant revises button policy after employees wear 'Abolish ICE' and 'No one is illegal' pins at work R PROBABLY ILLEGAL ALIENS. ENOUGH IS ENOUGH. #BuildThatWall #WalkAwayCampaign #MAGA	HS
31121	Going back to Cali strictly for the weather, women and the weed, Sticky Green! No seeds, bitch please ! - Biggie Smalls	HS
33213	Dems have 20 EXTRA Congressional seats based on #IllegalAlien pop RIGHT NOW#IllegalAliens also give them extra ELECTORAL VOTES.W/o them Dems wouldn't be able to block our agenda or pass their #LibNut BSWHY DO WE COUNT ILLEGALS?They have no right to influence OUR Govt!#Deport	HS
30625	@PrisonPlanet CAN'T HAPPEN FAST ENOUGH!@USAGSessions STRIKES AGAIN!THE RIGHT PEOPLE CAN MAKE SUCH A DIFFERENCE!BEST THING TRUMP HAS DONE!#NoAmnesty #noHR392 #noh4ead #hireamerican#NoDACA #STOPOPT#NOTNVISA	HS
30278	@hisokiri FUCK BITCH YOU KNOW ME FUCK I'M NOT USUALLY A VILLAINS TYPE BUT I'M A HOE FOR VIRUS FUCK YOU HE CAN INFEC… https://t.co/6LW2saLVBF	HS
33006	Cause that's my mans bitch! Stop dicksucking hoes who hoe you lame https://t.co/2yy1AXcTlc	HS
32609	When some1 is very sick, you send a doctor, not ask them to come to hospital themselves. Now explain me why are we bringing in Syrians, especially adults, into Turkey letting them steal our jobs, lower the wages and ridicule our values?#sendthemback #syrian #Refugees #Turkey	HS
30172	If there are strength in numbers that will stop a hurricane force, let's send all Trump supporters to form a wall along the east coast. #BuildThatWall #HurricanefFlorence	HS
32965	DEPORT Deport Deport. That is all you have to say. #IllegalAliens have got to go.	HS
31065	Left work to go to the dentist today and what did I find, some son of a bitch has scraped my car, no note nothing.… https://t.co/vdY81MyrJg	HS
31463	Tell me why I bought 3 shirts online & they came in the mail today & I feel like a whole new confident ass bitch 😂😂	HS
30580	Yes, #employers in America who hire #IllegalAliens should indeed be anxious and afraidwere coming for you too, now: #EVerify #U3 #U6 #jobs #work #IllegalImmigration	HS
30085	The only agenda of ABVP/ RSS in the universities of India is to divide students community on the basis of communal lines.Lets vote for a #GUNDAfreeCampusLet's vote for unityLets vote for NSUI#NSUI5313 #DUSU2018 #DUSpeakUp#SendThemHome	HS
31519	@DFBHarvard Comey's 7/5/16 phony statement absolved Hillary because she didn't "knowingly" break laws.Booker ADMITS to violating the rules. He needs to be prosecuted and/or admonished.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue	HS
30475	@rubithicus yes cunty bc u are THAT bitch	HS
31070	@CBSNews @CBSSunday Bob is a lying Socialist liberal Democrat party media talking head #RedWaveLandslide @realDonaldTrump #RedWaveRising2018 #MAGA #BuildTheWall #NoDACA #NoAmnesty #DeportAllOfThem	HS
32453	@Runn4UrLives Maybe Hal has an undetected congenital heart defect that can remind him of karma being a bitch to A-holes.	HS
34474	GOD BLESS AMERICA AND ALL THE BEAUTIFUL WOMEN IN IT  Yasssss bitch 👏👏👏 #LustForLifeListeningParty	HS
30263	how can i get those mf shoes bitch	HS
30104	@Brian_202 likes to call me a cunt & a bitch but I tell him the truth about himself and he can't handle it	HS
30259	They do not need them, I do not need them nor do I require them to enrich my life. #Stoptheinvasion #Brexit #Sodyoueu #Nosurrender	HS
33828	@jacindaardern perhaps should teach the dumbass idiots 2 respect other countries laws. #sendthemback	HS
